rank,name,slug
3057,Bitcoin Interest,BCI
3058,BitcoinFast,BCF
3059,EvidenZ,BCDT
3060,BitConnect Coin,BCCOIN
3061,BCB Blockchain,BCB
3062,BitClave,BCAT
3063,Business Credit Alliance Chain,BCAC
3064,Bitcoin Atom,BCA
3065,Bitcoin Confidential,BC
3066,BitBoost,BBT
3067,BBSCoin,BBS (1)
3068,Boolberry,BBR
3069,BiblePay,BBP
3070,Bigbom,BBO
3071,BBNCOIN,BBN
3072,BitBlocks,BBK
3073,BelugaPay,BBI
3074,BigBang Game,BBGC
3075,BaseballCardCoin,BBCC
3076,BitBay,BAY
3077,LuckChain,BASH
3078,Banano,BAN
3079,BankCoin,B@
3080,B91,B91
3081,SegWit2x,B2X
3082,Bitcoiin2Gen,B2G
3083,Azuki,AZUKI
3084,AZBI CORE,AZBI
3085,Azart,AZART
3086,AXiaL,AXL
3087,Axiom Coin,AXIOM
3088,Axe,AXE
3089,Award,AWR
3090,Atomic Wallet Coin,AWC
3091,Animation Vision Cash,AVH
3092,Avatar Coin,AV
3093,Autonio,AUTON
3094,Auroracoin,AUR
3095,Authoreon,AUN
3096,Aukcecoin,AUK
3097,Authorship,ATS
3098,ATN,ATN
3099,Atonomi,ATMI
3100,ATLANT,ATL
3101,Anchor,ANCT
3102,Allsafe,ASAFE2
3103,Atheios,ATH
3104,ATFS Project,ATFS
3105,ATC Coin,ATCC
3106,ATB coin,ATB
3107,AWARE,AT
3108,Astronaut,ASTRO
3109,Astral,ASTR
3110,Aston,ASTO
3111,Ascension Coin,ASN
3112,Block Array,ARY
3113,Artfinity Token,ARTF
3114,ARROUND,ARR
3115,ArQmA,ARQ
3116,ArpaCoin,ARPAC
3117,ARNA Panacea,ARNA
3118,ARMR,ARMR
3119,Armory Coin,ARM
3120,AriCoin,ARI
3121,Arepacoin,AREPA
3122,Arena,ARENA
3123,ArbitrageCT,ARCT
3124,ArchCoin,ARCH
3125,ARBITRAGE,ARBT
3126,Arbit Coin,ARB
3127,Araw,ARAW
3128,Aquachain,AQUA
3129,aQuest,AQU
3130,Apx,APX
3131,Aptcoin,APT
3132,APIS,APIS
3133,Application Programming Interface,API
3134,Aphelion,APH
3135,ApexCoin,APEX
3136,ANTS Reloaded,ANTS
3137,ANON,ANON
3138,Aragon Court,ANJ
3139,Crypto Angel,ANGEL
3140,Android chain,ANDC
3141,AnalCoin,ANAL
3142,Amsterdam Coin,AMS
3143,AmonD,AMON
3144,MicroMoney,AMM
3145,AMLT,AMLT
3146,Amino Network,AMIO
3147,Allmedi Coin,AMDC
3148,AMAL,AMAL
3149,AeroMe,AM
3150,ALAX,ALX
3151,AltCommunity Coin,ALTCOM
3152,Alpenschillling,ALPS
3153,Alphacon,ALP
3154,ALISmedia,ALIS
3155,AiLink Token,ALI
3156,Arab League Coin,ALC
3157,Akroma,AKA
3158,Aigang,AIX
3159,AIChain Token,AIT
3160,AirToken,AIR
3161,AI Prediction Ecosystem,AIPE
3162,AI Network,AIN
3163,AIDUS TOKEN,AIDT
3164,Aidi Inu,AIDI
3165,AidCoin,AID
3166,AI Crypto,AIC
3167,aGifttoken,AGT
3168,Aegis,AGS
3169,Agetron,AGET
3170,AllForOneBusiness,AFO
3171,Affil Coin,AFFC
3172,Always Evolving,AEVO
3173,Aerium,AERM
3174,Aeryus,AER
3175,Aenco,AEN
3176,Adshares,ADS
3177,Adrenaline Chain,ADRX
3178,Aladdin,ADN
3179,Adhive,ADH
3180,AudioCoin,ADC
3181,Aave DAI,ADAI
3182,Adab Solutions,ADAB
3183,Action Coin,ACTN
3184,ACoin,ACOIN
3185,AC Milan Fan Token,ACM
3186,AcidCoin,ACID
3187,AchieveCoin,ACHC
3188,AcesCoin,ACES
3189,Volt,ACDC
3190,Alliance Cargo Direct,ACD
3191,Accelerator Network,ACCN
3192,AC3,AC3
3193,ArtByte,ABY
3194,Arbidex,ABX
3195,Absolute Coin,ABS
3196,Abjcoin,ABJ
3197,EcoBall,ABA
3198,8 Circuit Studios,8BT
3199,8BIT Coin,8BIT
3200,AdToken,ADT
3201,Mdex,MDX
3202,UnlimitedIP,UIP
3203,300FIT,300F
3204,Octocoin,888
3205,7ELEVEN,7E
3206,404Coin,404
3207,3DES,3DES
3208,365Coin,365
3209,32Bitcoin,32BIT
3210,2GiveCoin,2GIVE
3211,2BACCO Coin,2BACCO
3212,2015 coin,2015
3213,FirstBlood,1ST
3214,1SG,1SG
3215,1irstGold,1GOLD
3216,1Credit,1CR
3217,0xBitcoin,0xBTC
3218,Dragon Coin,DRG
3219,Bitcoin Candy,CDY
3220,Open Predict Token,OPTC
3221,AgaveCoin,AGVC
3222,CommerceBlock Token,CBT
3223,AlphaLink,ANK
3224,Photon Token,PHT
3225,Lightning Bitcoin,LTBTC
3226,TNC Coin,TNC
3227,Digix Gold token,DGX
3228,SafeCoin,SAFE
3229,Amun Short Bitcoin Token,BTCSHORT
3230,Latamcash,LMCH
3231,Sogur Currency,SGR
3232,NIX,NIX
3233,Insolar,XNS
3234,Beldex,BDX
